word,log_odds,z_score,count_site1,count_site2,count_total,is_significant
decolonial,-3.0408,-0.9395,0,2,2,False
rand,-3.0408,-0.9395,0,2,2,False
underline,-3.0408,-0.9395,0,2,2,False
valor,-3.0408,-0.9395,0,2,2,False
mali,-3.0408,-0.9395,0,2,2,False
pilot,-3.0408,-0.9395,0,2,2,False
spectrum,-3.0408,-0.9395,0,2,2,False
bürgenstock,-3.0408,-0.9395,0,2,2,False
propel,-3.0408,-0.9395,0,2,2,False
cdu,-3.0408,-0.9395,0,2,2,False
cameron,-3.0408,-0.9395,0,2,2,False
telling,-3.0408,-0.9395,0,2,2,False
unreformed,-3.0408,-0.9395,0,2,2,False
imaginary,-3.0408,-0.9395,0,2,2,False
peacetime,-3.0408,-0.9395,0,2,2,False
equate,-3.0408,-0.9395,0,2,2,False
library,-3.0408,-0.9395,0,2,2,False
justifiable,-3.0408,-0.9395,0,2,2,False
gaze,-3.0408,-0.9395,0,2,2,False
cleanse,-3.0408,-0.9395,0,2,2,False
halyna,-3.0408,-0.9395,0,2,2,False
being,-3.0408,-0.9395,0,2,2,False
reliance,-3.0408,-0.9395,0,2,2,False
cannes,-3.0408,-0.9395,0,2,2,False
rehn,-3.0408,-0.9395,0,2,2,False
прочей,-3.0408,-0.9395,0,2,2,False
spd,-3.0408,-0.9395,0,2,2,False
huttsait,-3.0408,-0.9395,0,2,2,False
electromagnetic,-3.0408,-0.9395,0,2,2,False
fragmentation,-3.0408,-0.9395,0,2,2,False
wise,-3.0408,-0.9395,0,2,2,False
merkley,-3.0408,-0.9395,0,2,2,False
repatriation,-3.0408,-0.9395,0,2,2,False
denounce,-3.0408,-0.9395,0,2,2,False
neurc,-3.0408,-0.9395,0,2,2,False
pavel,-3.0408,-0.9395,0,2,2,False
ivanchenka,-3.0408,-0.9395,0,2,2,False
quantity,-3.0408,-0.9395,0,2,2,False
collaborate,-3.0408,-0.9395,0,2,2,False
mainstream,-3.0408,-0.9395,0,2,2,False
brink,-3.0408,-0.9395,0,2,2,False
imec,-3.0408,-0.9395,0,2,2,False
domain,-3.0408,-0.9395,0,2,2,False
obstruction,-3.0408,-0.9395,0,2,2,False
diverge,-3.0408,-0.9395,0,2,2,False
kolchuga,-3.0408,-0.9395,0,2,2,False
impossibility,-3.0408,-0.9395,0,2,2,False
currency,-3.0408,-0.9395,0,2,2,False
restraint,-3.0408,-0.9395,0,2,2,False
insert,-3.0408,-0.9395,0,2,2,False
soley,-3.0408,-0.9395,0,2,2,False
richard,-3.0408,-0.9395,0,2,2,False
forefront,-3.0408,-0.9395,0,2,2,False
vivid,-3.0408,-0.9395,0,2,2,False
движение,-3.0408,-0.9395,0,2,2,False
unfamiliar,-3.0408,-0.9395,0,2,2,False
marvelous,-3.0408,-0.9395,0,2,2,False
flawed,-3.0408,-0.9395,0,2,2,False
hardship,-3.0408,-0.9395,0,2,2,False
instrumentalise,-3.0408,-0.9395,0,2,2,False
surpass,-3.0408,-0.9395,0,2,2,False
bristol,-3.0408,-0.9395,0,2,2,False
durable,-3.0408,-0.9395,0,2,2,False
anthem,-3.0408,-0.9395,0,2,2,False
resettlement,-3.0408,-0.9395,0,2,2,False
olexandr,-3.0408,-0.9395,0,2,2,False
iteration,-3.0408,-0.9395,0,2,2,False
nationalisation,-3.0408,-0.9395,0,2,2,False
underlie,-3.0408,-0.9395,0,2,2,False
consume,-3.0408,-0.9395,0,2,2,False
unwarranted,-3.0408,-0.9395,0,2,2,False
profane,-3.0408,-0.9395,0,2,2,False
favor,-3.0408,-0.9395,0,2,2,False
invaluable,-3.0408,-0.9395,0,2,2,False
pathology,-3.0408,-0.9395,0,2,2,False
konashevych,-3.0408,-0.9395,0,2,2,False
bravery,-3.0408,-0.9395,0,2,2,False
worrying,-3.0408,-0.9395,0,2,2,False
maker,-3.0408,-0.9395,0,2,2,False
flexibility,-3.0408,-0.9395,0,2,2,False
flywheel,-3.0408,-0.9395,0,2,2,False
unlock,-3.0408,-0.9395,0,2,2,False
commissioner,-3.0408,-0.9395,0,2,2,False
vinnytsia,-3.0408,-0.9395,0,2,2,False
recurrence,-3.0408,-0.9395,0,2,2,False
civilians,-3.0408,-0.9395,0,2,2,False
legitimize,-3.0408,-0.9395,0,2,2,False
fortitude,-3.0408,-0.9395,0,2,2,False
unsafe,-3.0408,-0.9395,0,2,2,False
что,-3.0408,-0.9395,0,2,2,False
documentation,-3.0408,-0.9395,0,2,2,False
initial,-3.0408,-0.9395,0,2,2,False
bsw,-3.0408,-0.9395,0,2,2,False
cyclist,-3.0408,-0.9395,0,2,2,False
lobbying,-3.0408,-0.9395,0,2,2,False
pow,-3.0408,-0.9395,0,2,2,False
embolden,-3.0408,-0.9395,0,2,2,False
underscore,-3.0408,-0.9395,0,2,2,False
pivotal,-3.0408,-0.9395,0,2,2,False
compile,-3.0408,-0.9395,0,2,2,False
thermal,-3.0408,-0.9395,0,2,2,False
protract,-3.0408,-0.9395,0,2,2,False
heinous,-3.0408,-0.9395,0,2,2,False
hospitality,-3.0408,-0.9395,0,2,2,False
amplify,-3.0408,-0.9395,0,2,2,False
provider,-3.0408,-0.9395,0,2,2,False
persons,-3.0408,-0.9395,0,2,2,False
unwilling,-3.0408,-0.9395,0,2,2,False
librarian,-3.0408,-0.9395,0,2,2,False
tsyvinsky,-3.0408,-0.9395,0,2,2,False
originate,-3.0408,-0.9395,0,2,2,False
maternity,-3.0408,-0.9395,0,2,2,False
sibling,-3.0408,-0.9395,0,2,2,False
crude,-3.0408,-0.9395,0,2,2,False
transmission,-3.0408,-0.9395,0,2,2,False
renaissance,-3.0408,-0.9395,0,2,2,False
prosthetic,-3.0408,-0.9395,0,2,2,False
cultivate,-3.0408,-0.9395,0,2,2,False
possess,-3.0408,-0.9395,0,2,2,False
dmitriev,-3.0408,-0.9395,0,2,2,False
crowded,-3.0408,-0.9395,0,2,2,False
targeting,-3.0408,-0.9395,0,2,2,False
media,-3.0408,-0.9395,0,2,2,False
borodianka,-3.0408,-0.9395,0,2,2,False
afford,-3.0408,-0.9395,0,2,2,False
happiness,-3.0408,-0.9395,0,2,2,False
systems,-3.0408,-0.9395,0,2,2,False
kremlingram,-3.0408,-0.9395,0,2,2,False
sanctioned,-3.0408,-0.9395,0,2,2,False
multiply,-3.0408,-0.9395,0,2,2,False
blueprint,-3.0408,-0.9395,0,2,2,False
decoupling,-3.0408,-0.9395,0,2,2,False
rebut,-3.0408,-0.9395,0,2,2,False
bakery,-3.0408,-0.9395,0,2,2,False
enlistment,-3.0408,-0.9395,0,2,2,False
unverified,-3.0408,-0.9395,0,2,2,False
tanap,-3.0408,-0.9395,0,2,2,False
familiarity,-3.0408,-0.9395,0,2,2,False
eligibility,-3.0408,-0.9395,0,2,2,False
enterprise,-3.0408,-0.9395,0,2,2,False
disarmament,-3.0408,-0.9395,0,2,2,False
regulations,-3.0408,-0.9395,0,2,2,False
misgiving,-3.0408,-0.9395,0,2,2,False
maksym,-3.0408,-0.9395,0,2,2,False
steve,-3.0408,-0.9395,0,2,2,False
bbb,-3.0408,-0.9395,0,2,2,False
acquiesce,-3.0408,-0.9395,0,2,2,False
mogul,-3.0408,-0.9395,0,2,2,False
genital,-3.0408,-0.9395,0,2,2,False
paradoxical,-3.0408,-0.9395,0,2,2,False
landscape,-3.0408,-0.9395,0,2,2,False
anxiety,-3.0408,-0.9395,0,2,2,False
innocence,-3.0408,-0.9395,0,2,2,False
preparedness,-3.0408,-0.9395,0,2,2,False
embed,-3.0408,-0.9395,0,2,2,False
diverse,-3.0408,-0.9395,0,2,2,False
spotlight,-3.0408,-0.9395,0,2,2,False
rail,-3.0408,-0.9395,0,2,2,False
finnish,-3.0408,-0.9395,0,2,2,False
helicopter,-3.0408,-0.9395,0,2,2,False
vvd,-3.0408,-0.9395,0,2,2,False
globe,-3.0408,-0.9395,0,2,2,False
karimli,-3.0408,-0.9395,0,2,2,False
devote,-3.0408,-0.9395,0,2,2,False
household,-3.0408,-0.9395,0,2,2,False
stormy,-3.0408,-0.9395,0,2,2,False
rossotrudnichestvo,-3.0408,-0.9395,0,2,2,False
harmful,-3.0408,-0.9395,0,2,2,False
overwhelming,-3.0408,-0.9395,0,2,2,False
programme,-3.0408,-0.9395,0,2,2,False
hopko,-3.0408,-0.9395,0,2,2,False
persist,-3.0408,-0.9395,0,2,2,False
stateless,-3.0408,-0.9395,0,2,2,False
electrocution,-3.0408,-0.9395,0,2,2,False
scope,-3.0408,-0.9395,0,2,2,False
illegitimacy,-3.0408,-0.9395,0,2,2,False
shore,-3.0408,-0.9395,0,2,2,False
piaseckyj,-3.0408,-0.9395,0,2,2,False
russification,-3.0408,-0.9395,0,2,2,False
soak,-3.0408,-0.9395,0,2,2,False
purposeful,-3.0408,-0.9395,0,2,2,False
infrastructural,-3.0408,-0.9395,0,2,2,False
franko,-3.0408,-0.9395,0,2,2,False
legitimise,-3.0408,-0.9395,0,2,2,False
appetite,-3.0408,-0.9395,0,2,2,False
adaptation,-3.0408,-0.9395,0,2,2,False
farm,-3.0408,-0.9395,0,2,2,False
degrade,-3.0408,-0.9395,0,2,2,False
accustomed,-3.0408,-0.9395,0,2,2,False
relocation,-3.0408,-0.9395,0,2,2,False
prompt,-3.0408,-0.9395,0,2,2,False
unbreakable,-3.0408,-0.9395,0,2,2,False
weigh,-3.0408,-0.9395,0,2,2,False
enlargement,-3.0408,-0.9395,0,2,2,False
evade,-3.0408,-0.9395,0,2,2,False
opt,-3.0408,-0.9395,0,2,2,False
smear,-3.0408,-0.9395,0,2,2,False
durov,-3.0408,-0.9395,0,2,2,False
kirichenko,-3.0408,-0.9395,0,2,2,False
naftogaz,-3.0408,-0.9395,0,2,2,False
ukrainization,-3.0408,-0.9395,0,2,2,False
zurich,-3.0408,-0.9395,0,2,2,False
intensive,-3.0408,-0.9395,0,2,2,False
lens,-3.0408,-0.9395,0,2,2,False
mission,-0.3682,-0.9438,11,16,27,False
period,-0.3682,-0.9438,11,16,27,False
alliance,-0.3682,-0.9438,11,16,27,False
prove,-0.3131,-0.9557,16,22,38,False
line,-0.2716,-0.9624,22,29,51,False
intensify,-0.6732,-0.9651,3,6,9,False
danger,-0.6732,-0.9651,3,6,9,False
baltic,-0.6732,-0.9651,3,6,9,False
kharkiv,-0.6732,-0.9651,3,6,9,False
honor,-0.6732,-0.9651,3,6,9,False
concept,-0.6732,-0.9651,3,6,9,False
ten,-0.6732,-0.9651,3,6,9,False
cite,-0.6732,-0.9651,3,6,9,False
guard,-0.6732,-0.9651,3,6,9,False
legislation,-0.6732,-0.9651,3,6,9,False
formation,-0.6732,-0.9651,3,6,9,False
equal,-0.6732,-0.9651,3,6,9,False
technical,-0.6732,-0.9651,3,6,9,False
condition,-0.2393,-0.9664,29,37,66,False
relevant,-0.5006,-0.9762,6,10,16,False
likely,-0.5006,-0.9762,6,10,16,False
obligation,-0.5006,-0.9762,6,10,16,False
natural,-0.5006,-0.9762,6,10,16,False
test,-0.5006,-0.9762,6,10,16,False
final,-0.5006,-0.9762,6,10,16,False
china,-0.2469,-0.9816,28,36,64,False
bring,-0.2551,-0.9976,27,35,62,False
america,-0.2952,-1.0029,20,27,47,False
present,-0.2952,-1.0029,20,27,47,False
life,-0.2307,-1.0065,34,43,77,False
launch,-0.3509,-1.0102,14,20,34,False
path,-0.4342,-1.0212,9,14,23,False
commission,-0.5754,-1.0402,5,9,14,False
canada,-0.5754,-1.0402,5,9,14,False
suffering,-0.5754,-1.0402,5,9,14,False
capture,-0.5754,-1.0402,5,9,14,False
operate,-0.5754,-1.0402,5,9,14,False
impossible,-0.3734,-1.041,13,19,32,False
army,-0.2242,-1.0461,39,49,88,False
visit,-0.3234,-1.0486,18,25,43,False
sbi,-3.4303,-1.0677,0,3,3,False
imf,-3.4303,-1.0677,0,3,3,False
sharp,-3.4303,-1.0677,0,3,3,False
privileged,-3.4303,-1.0677,0,3,3,False
burnie,-3.4303,-1.0677,0,3,3,False
bias,-3.4303,-1.0677,0,3,3,False
inhumane,-3.4303,-1.0677,0,3,3,False
littell,-3.4303,-1.0677,0,3,3,False
fragile,-3.4303,-1.0677,0,3,3,False
erosion,-3.4303,-1.0677,0,3,3,False
thirst,-3.4303,-1.0677,0,3,3,False
psychiatric,-3.4303,-1.0677,0,3,3,False
average,-3.4303,-1.0677,0,3,3,False
feasible,-3.4303,-1.0677,0,3,3,False
denazification,-3.4303,-1.0677,0,3,3,False
wagner,-3.4303,-1.0677,0,3,3,False
oleh,-3.4303,-1.0677,0,3,3,False
declarative,-3.4303,-1.0677,0,3,3,False
creative,-3.4303,-1.0677,0,3,3,False
dominance,-3.4303,-1.0677,0,3,3,False
vladyslav,-3.4303,-1.0677,0,3,3,False
tbilisi,-3.4303,-1.0677,0,3,3,False
rush,-3.4303,-1.0677,0,3,3,False
colonialism,-3.4303,-1.0677,0,3,3,False
bondarchuk,-3.4303,-1.0677,0,3,3,False
reputation,-3.4303,-1.0677,0,3,3,False
kiselyov,-3.4303,-1.0677,0,3,3,False
apartheid,-3.4303,-1.0677,0,3,3,False
recruit,-3.4303,-1.0677,0,3,3,False
profitable,-3.4303,-1.0677,0,3,3,False
stream,-3.4303,-1.0677,0,3,3,False
ihl,-3.4303,-1.0677,0,3,3,False
discourse,-3.4303,-1.0677,0,3,3,False
groundwork,-3.4303,-1.0677,0,3,3,False
novel,-3.4303,-1.0677,0,3,3,False
lifetime,-3.4303,-1.0677,0,3,3,False
chatham,-3.4303,-1.0677,0,3,3,False
predictable,-3.4303,-1.0677,0,3,3,False
hudson,-3.4303,-1.0677,0,3,3,False
belova,-3.4303,-1.0677,0,3,3,False
persecution,-3.4303,-1.0677,0,3,3,False
exporter,-3.4303,-1.0677,0,3,3,False
renewable,-3.4303,-1.0677,0,3,3,False
parubiy,-3.4303,-1.0677,0,3,3,False
testament,-3.4303,-1.0677,0,3,3,False
partial,-3.4303,-1.0677,0,3,3,False
shaun,-3.4303,-1.0677,0,3,3,False
roshchyna,-3.4303,-1.0677,0,3,3,False
erode,-3.4303,-1.0677,0,3,3,False
regulatory,-3.4303,-1.0677,0,3,3,False
hague,-3.4303,-1.0677,0,3,3,False
specialize,-3.4303,-1.0677,0,3,3,False
renew,-3.4303,-1.0677,0,3,3,False
assad,-3.4303,-1.0677,0,3,3,False
lengthy,-3.4303,-1.0677,0,3,3,False
mykytenko,-3.4303,-1.0677,0,3,3,False
heating,-3.4303,-1.0677,0,3,3,False
strengthening,-3.4303,-1.0677,0,3,3,False
andrey,-3.4303,-1.0677,0,3,3,False
architect,-3.4303,-1.0677,0,3,3,False
random,-3.4303,-1.0677,0,3,3,False
counteroffensive,-3.4303,-1.0677,0,3,3,False
canadians,-3.4303,-1.0677,0,3,3,False
gongadze,-3.4303,-1.0677,0,3,3,False
consumer,-3.4303,-1.0677,0,3,3,False
uncertain,-3.4303,-1.0677,0,3,3,False
battleground,-3.4303,-1.0677,0,3,3,False
pound,-3.4303,-1.0677,0,3,3,False
critic,-3.4303,-1.0677,0,3,3,False
likelihood,-3.4303,-1.0677,0,3,3,False
ton,-3.4303,-1.0677,0,3,3,False
boost,-3.4303,-1.0677,0,3,3,False
solid,-3.4303,-1.0677,0,3,3,False
gyunduz,-3.4303,-1.0677,0,3,3,False
municipal,-3.4303,-1.0677,0,3,3,False
employ,-3.4303,-1.0677,0,3,3,False
characteristic,-3.4303,-1.0677,0,3,3,False
bashar,-3.4303,-1.0677,0,3,3,False
georgiy,-3.4303,-1.0677,0,3,3,False
deterrence,-3.4303,-1.0677,0,3,3,False
urgency,-3.4303,-1.0677,0,3,3,False
class,-3.4303,-1.0677,0,3,3,False
convert,-3.4303,-1.0677,0,3,3,False
prozorro,-3.4303,-1.0677,0,3,3,False
permit,-3.4303,-1.0677,0,3,3,False
unlimited,-3.4303,-1.0677,0,3,3,False
kateryna,-3.4303,-1.0677,0,3,3,False
electric,-3.4303,-1.0677,0,3,3,False
pacifism,-3.4303,-1.0677,0,3,3,False
radioactive,-3.4303,-1.0677,0,3,3,False
manuel,-3.4303,-1.0677,0,3,3,False
organized,-3.4303,-1.0677,0,3,3,False
rational,-3.4303,-1.0677,0,3,3,False
belgium,-3.4303,-1.0677,0,3,3,False
proceed,-3.4303,-1.0677,0,3,3,False
terrifying,-3.4303,-1.0677,0,3,3,False
witkoff,-3.4303,-1.0677,0,3,3,False
bombardment,-3.4303,-1.0677,0,3,3,False
interfere,-3.4303,-1.0677,0,3,3,False
incidental,-3.4303,-1.0677,0,3,3,False
csos,-3.4303,-1.0677,0,3,3,False
jan,-3.4303,-1.0677,0,3,3,False
imprison,-3.4303,-1.0677,0,3,3,False
neighboring,-3.4303,-1.0677,0,3,3,False
formulation,-3.4303,-1.0677,0,3,3,False
offense,-3.4303,-1.0677,0,3,3,False
serhii,-3.4303,-1.0677,0,3,3,False
trieste,-3.4303,-1.0677,0,3,3,False
illustrate,-3.4303,-1.0677,0,3,3,False
efficiency,-3.4303,-1.0677,0,3,3,False
putinism,-3.4303,-1.0677,0,3,3,False
conceptual,-3.4303,-1.0677,0,3,3,False
everyday,-3.4303,-1.0677,0,3,3,False
dignified,-3.4303,-1.0677,0,3,3,False
means,-3.4303,-1.0677,0,3,3,False
dienkov,-3.4303,-1.0677,0,3,3,False
analytical,-3.4303,-1.0677,0,3,3,False
christmas,-3.4303,-1.0677,0,3,3,False
spiderweb,-3.4303,-1.0677,0,3,3,False
fluctuation,-3.4303,-1.0677,0,3,3,False
respective,-3.4303,-1.0677,0,3,3,False
college,-3.4303,-1.0677,0,3,3,False
engine,-3.4303,-1.0677,0,3,3,False
boarding,-3.4303,-1.0677,0,3,3,False
kushner,-3.4303,-1.0677,0,3,3,False
reflection,-3.4303,-1.0677,0,3,3,False
favorable,-3.4303,-1.0677,0,3,3,False
foreigners,-3.4303,-1.0677,0,3,3,False
prosperous,-3.4303,-1.0677,0,3,3,False
rollback,-3.4303,-1.0677,0,3,3,False
remote,-3.4303,-1.0677,0,3,3,False
undergo,-3.4303,-1.0677,0,3,3,False
mamedov,-3.4303,-1.0677,0,3,3,False
faith,-3.4303,-1.0677,0,3,3,False
taras,-3.4303,-1.0677,0,3,3,False
mercenary,-3.4303,-1.0677,0,3,3,False
enlist,-3.4303,-1.0677,0,3,3,False
substitute,-3.4303,-1.0677,0,3,3,False
catholic,-3.4303,-1.0677,0,3,3,False
accelerate,-3.4303,-1.0677,0,3,3,False
reshape,-3.4303,-1.0677,0,3,3,False
dictatorial,-3.4303,-1.0677,0,3,3,False
pryncyp,-3.4303,-1.0677,0,3,3,False
credibility,-3.4303,-1.0677,0,3,3,False
ngo,-3.4303,-1.0677,0,3,3,False
musk,-3.4303,-1.0677,0,3,3,False
quick,-3.4303,-1.0677,0,3,3,False
significance,-3.4303,-1.0677,0,3,3,False
garde,-3.4303,-1.0677,0,3,3,False
vande,-3.4303,-1.0677,0,3,3,False
millions,-3.4303,-1.0677,0,3,3,False
crossing,-3.4303,-1.0677,0,3,3,False
sop,-3.4303,-1.0677,0,3,3,False
third,-3.4303,-1.0677,0,3,3,False
codes,-3.4303,-1.0677,0,3,3,False
cautious,-3.4303,-1.0677,0,3,3,False
abducted,-3.4303,-1.0677,0,3,3,False
undeniable,-3.4303,-1.0677,0,3,3,False
indo,-3.4303,-1.0677,0,3,3,False
necessitate,-3.4303,-1.0677,0,3,3,False
petro,-3.4303,-1.0677,0,3,3,False
unprovoked,-3.4303,-1.0677,0,3,3,False
descendant,-3.4303,-1.0677,0,3,3,False
plenty,-3.4303,-1.0677,0,3,3,False
mikheil,-3.4303,-1.0677,0,3,3,False
messaging,-3.4303,-1.0677,0,3,3,False
radiation,-3.4303,-1.0677,0,3,3,False
steady,-3.4303,-1.0677,0,3,3,False
oleshky,-3.4303,-1.0677,0,3,3,False
withstand,-3.4303,-1.0677,0,3,3,False
ivan,-3.4303,-1.0677,0,3,3,False
correspond,-3.4303,-1.0677,0,3,3,False
transatlantic,-3.4303,-1.0677,0,3,3,False
replenish,-3.4303,-1.0677,0,3,3,False
haievoi,-3.4303,-1.0677,0,3,3,False
unpopular,-3.4303,-1.0677,0,3,3,False
virtue,-3.4303,-1.0677,0,3,3,False
deepen,-3.4303,-1.0677,0,3,3,False
singapore,-3.4303,-1.0677,0,3,3,False
staggering,-3.4303,-1.0677,0,3,3,False
echr,-3.4303,-1.0677,0,3,3,False
synonym,-3.4303,-1.0677,0,3,3,False
putte,-3.4303,-1.0677,0,3,3,False
balkans,-3.4303,-1.0677,0,3,3,False
price,-0.3991,-1.0747,12,18,30,False
choose,-0.3991,-1.0747,12,18,30,False
heavy,-0.8836,-1.0777,2,5,7,False
interaction,-0.8836,-1.0777,2,5,7,False
endless,-0.8836,-1.0777,2,5,7,False
lasting,-0.8836,-1.0777,2,5,7,False
logical,-0.8836,-1.0777,2,5,7,False
grief,-0.8836,-1.0777,2,5,7,False
classical,-0.8836,-1.0777,2,5,7,False
migration,-0.8836,-1.0777,2,5,7,False
lay,-0.8836,-1.0777,2,5,7,False
fundamental,-0.8836,-1.0777,2,5,7,False
lithuanian,-0.8836,-1.0777,2,5,7,False
incident,-0.8836,-1.0777,2,5,7,False
visible,-0.8836,-1.0777,2,5,7,False
paralyze,-0.8836,-1.0777,2,5,7,False
hub,-0.8836,-1.0777,2,5,7,False
escalate,-0.8836,-1.0777,2,5,7,False
statehood,-0.8836,-1.0777,2,5,7,False
trauma,-0.8836,-1.0777,2,5,7,False
consumption,-0.8836,-1.0777,2,5,7,False
silent,-0.8836,-1.0777,2,5,7,False
event,-0.2743,-1.0968,28,37,65,False
pay,-0.3574,-1.1009,16,23,39,False
parliament,-0.4285,-1.1117,11,17,28,False
appear,-0.4285,-1.1117,11,17,28,False
certain,-0.4285,-1.1117,11,17,28,False
youth,-0.6772,-1.1173,4,8,12,False
candidate,-0.6772,-1.1173,4,8,12,False
rely,-0.6772,-1.1173,4,8,12,False
january,-0.6772,-1.1173,4,8,12,False
last,-0.6772,-1.1173,4,8,12,False
describe,-0.5295,-1.12,7,12,19,False
resolve,-0.5295,-1.12,7,12,19,False
rise,-0.5295,-1.12,7,12,19,False
russia,-0.0689,-1.1508,538,578,1116,False
language,-0.3463,-1.159,19,27,46,False
aluminium,-3.7099,-1.1591,0,4,4,False
uphold,-3.7099,-1.1591,0,4,4,False
znpp,-3.7099,-1.1591,0,4,4,False
devise,-3.7099,-1.1591,0,4,4,False
studies,-3.7099,-1.1591,0,4,4,False
assumption,-3.7099,-1.1591,0,4,4,False
cyber,-3.7099,-1.1591,0,4,4,False
dmytro,-3.7099,-1.1591,0,4,4,False
vienna,-3.7099,-1.1591,0,4,4,False
fulfill,-3.7099,-1.1591,0,4,4,False
custody,-3.7099,-1.1591,0,4,4,False
cossack,-3.7099,-1.1591,0,4,4,False
grain,-3.7099,-1.1591,0,4,4,False
overthrow,-3.7099,-1.1591,0,4,4,False
avant,-3.7099,-1.1591,0,4,4,False
contradict,-3.7099,-1.1591,0,4,4,False
coordinated,-3.7099,-1.1591,0,4,4,False
lng,-3.7099,-1.1591,0,4,4,False
far,-3.7099,-1.1591,0,4,4,False
spark,-3.7099,-1.1591,0,4,4,False
stone,-3.7099,-1.1591,0,4,4,False
origin,-3.7099,-1.1591,0,4,4,False
implication,-3.7099,-1.1591,0,4,4,False
primorsky,-3.7099,-1.1591,0,4,4,False
donor,-3.7099,-1.1591,0,4,4,False
reliable,-3.7099,-1.1591,0,4,4,False
unpredictable,-3.7099,-1.1591,0,4,4,False
trader,-3.7099,-1.1591,0,4,4,False
alignment,-3.7099,-1.1591,0,4,4,False
humankind,-3.7099,-1.1591,0,4,4,False
impressive,-3.7099,-1.1591,0,4,4,False
vital,-3.7099,-1.1591,0,4,4,False
wild,-3.7099,-1.1591,0,4,4,False
draft,-3.7099,-1.1591,0,4,4,False
capitulation,-3.7099,-1.1591,0,4,4,False
women,-3.7099,-1.1591,0,4,4,False
manufacture,-3.7099,-1.1591,0,4,4,False
exert,-3.7099,-1.1591,0,4,4,False
rafael,-3.7099,-1.1591,0,4,4,False
pyshnyy,-3.7099,-1.1591,0,4,4,False
sapo,-3.7099,-1.1591,0,4,4,False
precision,-3.7099,-1.1591,0,4,4,False
warsaw,-3.7099,-1.1591,0,4,4,False
editorial,-3.7099,-1.1591,0,4,4,False
rusal,-3.7099,-1.1591,0,4,4,False
constructive,-3.7099,-1.1591,0,4,4,False
abkhazia,-3.7099,-1.1591,0,4,4,False
krai,-3.7099,-1.1591,0,4,4,False
editor,-3.7099,-1.1591,0,4,4,False
align,-3.7099,-1.1591,0,4,4,False
kubrakov,-3.7099,-1.1591,0,4,4,False
chaos,-3.7099,-1.1591,0,4,4,False
enhance,-3.7099,-1.1591,0,4,4,False
endurance,-3.7099,-1.1591,0,4,4,False
eur,-3.7099,-1.1591,0,4,4,False
tetiana,-3.7099,-1.1591,0,4,4,False
extrajudicial,-3.7099,-1.1591,0,4,4,False
organisation,-3.7099,-1.1591,0,4,4,False
unwavering,-3.7099,-1.1591,0,4,4,False
lagarde,-3.7099,-1.1591,0,4,4,False
procedural,-3.7099,-1.1591,0,4,4,False
dependent,-3.7099,-1.1591,0,4,4,False
unpunished,-3.7099,-1.1591,0,4,4,False
defy,-3.7099,-1.1591,0,4,4,False
pursuit,-3.7099,-1.1591,0,4,4,False
amnesty,-3.7099,-1.1591,0,4,4,False
pray,-3.7099,-1.1591,0,4,4,False
harassment,-3.7099,-1.1591,0,4,4,False
extermination,-3.7099,-1.1591,0,4,4,False
autocratic,-3.7099,-1.1591,0,4,4,False
shatter,-3.7099,-1.1591,0,4,4,False
alyona,-3.7099,-1.1591,0,4,4,False
forge,-3.7099,-1.1591,0,4,4,False
ekonomichna,-3.7099,-1.1591,0,4,4,False
outreach,-3.7099,-1.1591,0,4,4,False
widespread,-3.7099,-1.1591,0,4,4,False
icuv,-3.7099,-1.1591,0,4,4,False
initiate,-3.7099,-1.1591,0,4,4,False
isolated,-3.7099,-1.1591,0,4,4,False
oksana,-3.7099,-1.1591,0,4,4,False
incursion,-3.7099,-1.1591,0,4,4,False
condemnation,-3.7099,-1.1591,0,4,4,False
rehabilitation,-3.7099,-1.1591,0,4,4,False
informational,-3.7099,-1.1591,0,4,4,False
nationalistic,-3.7099,-1.1591,0,4,4,False
midst,-3.7099,-1.1591,0,4,4,False
hqcj,-3.7099,-1.1591,0,4,4,False
fragment,-3.7099,-1.1591,0,4,4,False
healthcare,-3.7099,-1.1591,0,4,4,False
league,-3.7099,-1.1591,0,4,4,False
ruscist,-3.7099,-1.1591,0,4,4,False
cancer,-3.7099,-1.1591,0,4,4,False
bed,-3.7099,-1.1591,0,4,4,False
razom,-3.7099,-1.1591,0,4,4,False
georgians,-3.7099,-1.1591,0,4,4,False
bidzina,-3.7099,-1.1591,0,4,4,False
reasonable,-3.7099,-1.1591,0,4,4,False
literary,-3.7099,-1.1591,0,4,4,False
okhmatdyt,-3.7099,-1.1591,0,4,4,False
downtown,-3.7099,-1.1591,0,4,4,False
resilient,-3.7099,-1.1591,0,4,4,False
insurer,-3.7099,-1.1591,0,4,4,False
coercion,-3.7099,-1.1591,0,4,4,False
deem,-3.7099,-1.1591,0,4,4,False
clarity,-3.7099,-1.1591,0,4,4,False
close,-0.3995,-1.1614,14,21,35,False
citizen,-0.3138,-1.1718,24,33,57,False
associate,-0.595,-1.1805,6,11,17,False
justify,-0.595,-1.1805,6,11,17,False
moral,-0.595,-1.1805,6,11,17,False
rank,-0.595,-1.1805,6,11,17,False
wave,-0.595,-1.1805,6,11,17,False
existence,-0.595,-1.1805,6,11,17,False
consider,-0.3255,-1.1929,23,32,55,False
trend,-0.825,-1.2119,3,7,10,False
voter,-0.825,-1.2119,3,7,10,False
combine,-0.825,-1.2119,3,7,10,False
